X,Y,Cluster
418618,811618,0
425356,745471,0
470922,770669,0
400598,790903,0
412851,774986,0
492415,829655,2
400079,749617,0
417673,785965,0
424720,768456,0
386415,801444,0
426689,788562,0
430747,776261,0
405714,781619,0
429220,787348,0
427850,762201,0
434080,785264,0
473514,788780,2
412386,777312,0
430686,844506,0
409142,811927,0
422198,724557,0
392185,713763,0
412677,786951,0
399149,784376,0
382693,749680,0
527515,831478,2
448519,805219,0
430779,770145,0
413556,758080,0
392140,769924,0
416855,794023,0
389713,772742,0
398498,776720,0
473727,807244,2
389410,788256,0
377230,790154,0
415564,784464,0
456799,844976,0
444336,820061,0
404359,783919,0
453154,776082,0
425019,759577,0
415895,775793,0
420083,787815,0
506612,858859,2
436648,859634,0
403522,785432,0
401407,759648,0
403852,792473,0
367398,701756,0
412453,784453,0
382124,786262,0
416884,786845,0
448865,836781,0
383821,808301,0
414249,796590,0
457338,789952,0
396276,785999,0
390282,789593,0
409417,758123,0
397561,815245,0
397137,742547,0
402891,801910,0
385257,791581,0
409628,833942,0
369249,797068,0
460942,779073,0
423146,737571,0
420509,788730,0
422736,790806,0
401492,790336,0
394018,799506,0
385140,796221,0
430243,781020,0
416775,806826,0
425796,795608,0
411488,837715,0
433989,765343,0
415806,783594,0
417023,771194,0
415270,775605,0
391163,811977,0
405350,762342,0
414860,773921,0
371779,814715,0
415631,805010,0
387951,813315,0
472691,802678,2
471930,844046,2
432892,815223,0
366654,802105,0
411721,717873,0
426115,814461,0
375997,806621,0
385561,718324,0
375573,809249,0
437958,784801,0
363857,784086,0
430138,818594,0
435085,791564,0
414036,742189,0
425611,793420,0
439793,740773,0
467107,817914,2
387631,749416,0
430001,765803,0
384225,784381,0
417146,822655,0
427371,819417,0
399587,792459,0
474648,778810,0
345692,788190,0
409515,756149,0
469782,780552,0
468229,827985,2
414951,852935,0
409701,750741,0
442826,795974,0
459556,818479,0
423311,813081,0
476144,772131,0
391976,789416,0
448649,813885,0
496658,816784,2
410336,767856,0
430167,811490,0
357467,797530,0
404220,785798,0
446368,763341,0
439514,758221,0
424145,743433,0
470062,771204,0
421187,779726,0
396617,801039,0
394708,739061,0
394912,755947,0
425950,788228,0
408283,806161,0
419520,778231,0
441950,785934,0
409814,836083,0
395817,788858,0
422776,808328,0
363959,810632,0
422943,804253,0
407626,771304,0
347933,797148,0
457554,795861,0
394274,837428,0
445674,768552,0
416359,786189,0
419485,804779,0
376176,795539,0
349378,805118,0
456566,743012,0
484407,809641,2
403329,717870,0
392795,817694,0
372621,772258,0
461751,817277,0
489182,773934,2
427388,815258,0
418155,819422,0
437035,755506,0
416444,783624,0
777811,751059,2
823974,725025,2
749723,781756,2
875160,698897,2
828194,742074,2
800913,749332,2
831165,783383,2
793019,764859,2
810467,706465,2
803540,754792,2
844662,654835,2
803962,731228,2
823065,733789,2
822156,732296,2
811389,723618,2
779936,774397,2
854769,713941,2
803457,735855,2
790712,745884,2
815652,733433,2
841289,701474,2
832054,751330,2
786032,701427,2
824835,704997,2
832886,781206,2
818063,797960,2
857620,709386,2
828589,652430,2
836727,737798,2
776000,780347,2
824098,714042,2
830583,710990,2
862189,735684,2
815131,704478,2
828478,655405,2
784838,771499,2
880362,706363,2
767482,727417,2
825070,734215,2
813781,738344,2
840863,737972,2
840943,739611,2
828276,762021,2
822883,728314,2
854886,769396,2
829623,732301,2
835428,731189,2
818338,800932,2
823417,701523,2
812152,689907,2
829969,699565,2
861563,661642,2
816955,747629,2
774526,757135,2
803577,712231,2
798056,714380,2
881789,727577,2
858867,700187,2
834996,728517,2
839121,736259,2
841045,738224,2
840100,728839,2
874544,686096,2
862334,747768,2
820253,714625,2
817862,732248,2
844729,682981,2
846484,719360,2
793669,724513,2
821906,732848,2
826465,646980,2
820350,748217,2
814540,707227,2
838223,766380,2
869471,745767,2
816054,733183,2
801177,737548,2
848783,748980,2
814105,723255,2
838036,749612,2
840270,725456,2
789601,714058,2
827169,708345,2
789448,738035,2
835030,668528,2
848151,741869,2
816091,747764,2
801511,761094,2
822670,689090,2
873672,734440,2
808153,737136,2
755829,751858,2
814697,729209,2
832758,707452,2
848264,762550,2
799903,784535,2
802674,727804,2
828147,808738,2
820707,705318,2
824594,741664,2
804474,747122,2
823108,733302,2
839514,728923,2
827711,732798,2
851644,721350,2
816390,711340,2
798007,723995,2
790612,738038,2
821909,728448,2
865754,723314,2
735295,814058,2
877711,703850,2
792990,685472,2
809917,762429,2
789388,712210,2
879221,655497,2
876935,684572,2
819439,735945,2
807929,730950,2
850451,764015,2
811748,766105,2
824765,761114,2
848586,789052,2
812231,739235,2
873532,712802,2
842590,716861,2
832798,734777,2
817640,730018,2
824322,744720,2
777697,798253,2
868493,677155,2
805658,698630,2
840349,790707,2
796953,726378,2
832589,782799,2
817441,709397,2
856029,730586,2
805089,762512,2
854628,773470,2
846090,651306,2
796943,674692,2
827192,785316,2
818209,719382,2
795200,786424,2
817777,724927,2
846512,683647,2
825080,746712,2
824674,806300,2
822616,735941,2
805391,732659,2
823250,732088,2
850376,739749,2
821337,733356,2
796786,724615,2
862425,741010,2
825690,703854,2
800872,672603,2
825395,715780,2
843911,730036,2
820238,732928,2
848570,703697,2
825515,738284,2
820367,732364,2
822025,749214,2
837718,761480,2
871723,685520,2
850904,720163,2
816775,739989,2
822103,732911,2
815455,755486,2
835648,756631,2
868626,737331,2
825997,730652,2
817252,730254,2
877906,722361,2
808440,729985,2
791470,751113,2
841654,764836,2
825429,732758,2
751215,828365,2
804706,788001,2
820194,734233,2
869991,705259,2
809779,663654,2
822078,711840,2
866139,717138,2
829379,718721,2
837582,763266,2
783999,732487,2
800231,732106,2
862569,719773,2
838764,652792,2
849343,713993,2
828297,715480,2
821259,750089,2
874643,729921,2
819058,729125,2
817018,729596,2
797804,715342,2
838515,768484,2
829398,724900,2
754841,796342,2
878690,739021,2
821908,732077,2
786495,759000,2
823987,687499,2
787988,741203,2
839339,726322,2
822425,727248,2
854412,725575,2
788351,737539,2
838587,700545,2
840425,762290,2
817395,734126,2
807913,737341,2
872285,750708,2
788166,702817,2
836225,709204,2
822293,786837,2
888892,702505,2
822623,745025,2
795124,696429,2
832238,725434,2
815593,689874,2
843572,784897,2
833716,758772,2
822474,780882,2
801102,759330,2
841752,731595,2
808779,732990,2
822533,758955,2
817807,715863,2
837977,728814,2
801204,755177,2
819628,810748,2
814732,734183,2
832086,716249,2
876503,659112,2
823856,749355,2
819737,737829,2
818756,743887,2
811971,664520,2
801526,705057,2
827031,734324,2
843891,721571,2
810460,735109,2
782368,759352,2
801172,715857,2
866928,716961,2
829673,730398,2
850888,736810,2
786935,732999,2
769656,721159,2
804925,735492,2
870054,738900,2
818932,728481,2
853692,746285,2
807072,687932,2
750459,800215,2
823959,737866,2
835804,710711,2
790206,747165,2
813092,739043,2
801810,728106,2
825404,733788,2
820947,730529,2
827081,694553,2
822664,720677,2
768565,762193,2
823113,733720,2
821079,800206,2
828531,731300,2
820757,738235,2
781260,737962,2
819438,662327,2
833504,744564,2
789552,731946,2
822843,763117,2
775555,719683,2
865084,713697,2
820455,729132,2
849547,738979,2
762269,792243,2
821464,700760,2
824013,753991,2
803369,698753,2
823589,728083,2
796353,710294,2
820083,728310,2
829133,735488,2
823455,747394,2
818542,740451,2
809623,734937,2
841762,777572,2
802184,751958,2
803874,675499,2
830065,739162,2
824140,729074,2
852730,769968,2
866760,753547,2
811031,703822,2
825414,734466,2
816615,770855,2
786227,765634,2
817269,733788,2
809453,736879,2
757421,774445,2
818251,731938,2
788020,765562,2
823618,734216,2
812295,728049,2
837545,696979,2
797918,694723,2
822224,742716,2
821895,732158,2
797233,713358,2
800258,733812,2
813319,737376,2
860951,162251,1
860387,157731,1
857363,154639,1
863391,126214,1
839094,159543,1
849248,164090,1
875990,133950,1
905936,150106,1
895835,123485,1
818079,108536,1
898976,198452,1
869087,153957,1
849653,143827,1
834293,161575,1
844234,153197,1
835128,212354,1
828179,155649,1
875410,128878,1
850965,156224,1
800816,176612,1
832621,150748,1
876863,176593,1
826192,172906,1
862679,188399,1
839974,154358,1
854338,135067,1
855233,141357,1
850538,160159,1
868442,160118,1
888714,205560,1
864185,161232,1
851280,156049,1
875825,204959,1
840375,155757,1
892340,149050,1
873527,126426,1
836433,200181,1
826499,142732,1
854922,159650,1
883537,210648,1
807420,168787,1
840299,118907,1
834602,213597,1
864053,139325,1
856454,117143,1
857972,160214,1
850046,108829,1
804936,148980,1
864374,150149,1
858587,150101,1
870247,121460,1
855656,162100,1
850176,127908,1
850057,157848,1
828005,145089,1
861994,160156,1
849537,157510,1
867125,168762,1
838142,156770,1
847644,164348,1
856349,158150,1
860606,152843,1
869288,168662,1
838328,185708,1
860986,140320,1
829229,143653,1
866051,172932,1
871556,194747,1
865489,161762,1
851840,110475,1
846256,154064,1
836081,178429,1
859707,202806,1
849938,156042,1
894124,202052,1
864325,170593,1
848108,161786,1
817619,181929,1
858058,196183,1
861242,161722,1
885793,172115,1
850577,157049,1
877125,161227,1
883864,111281,1
891699,170415,1
802394,87835,1
862759,157988,1
824185,167369,1
813124,157130,1
840335,164912,1
858042,178196,1
846257,145306,1
858516,151301,1
851282,153750,1
905005,164126,1
857309,139276,1
845589,192916,1
895245,150977,1
863995,150435,1
862642,159379,1
861631,169376,1
858934,162874,1
912023,160368,1
842824,177832,1
824560,133679,1
842281,175525,1
860845,155375,1
841096,188742,1
821428,153468,1
840357,169437,1
827802,189078,1
844734,164570,1
847812,114745,1
887269,166179,1
830159,134329,1
850925,157811,1
847276,121785,1
870599,149782,1
780153,136449,1
814379,132655,1
834483,173379,1
852423,159874,1
854012,157449,1
883375,158482,1
850219,110573,1
836450,151205,1
881217,172320,1
813239,139752,1
871255,140340,1
789356,159383,1
873690,156226,1
858834,149259,1
778867,140736,1
872057,122354,1
882097,161493,1
787336,144875,1
849751,167033,1
843833,170416,1
850663,157840,1
812240,177846,1
838609,140215,1
850959,157920,1
859703,156782,1
854753,190254,1
895723,126593,1
857833,170565,1
850200,164752,1
845303,150476,1
877422,134877,1
850153,155701,1
819256,201704,1
871689,155981,1
818014,140185,1
815298,167390,1
864088,171351,1
902529,162041,1
908069,146564,1
799326,106384,1
854996,81095,1
843813,182032,1
888504,147016,1
877964,242679,1
851866,156896,1
821361,175823,1
810775,160434,1
843150,156573,1
844088,150085,1
830620,117906,1
835790,127898,1
819541,117296,1
858703,157931,1
857846,153281,1
876408,183646,1
842576,153072,1
848974,199427,1
862925,243856,1
856561,128799,1
834171,189042,1
872516,217570,1
869167,105039,1
819670,183364,1
846575,159002,1
895127,152283,1
830445,186055,1
792179,148539,1
852410,187705,1
853554,158012,1
927170,250593,1
825605,167750,1
846731,162515,1
878170,123364,1
884966,133900,1
866987,154415,1
846284,113820,1
873474,159567,1
878258,158631,1
882306,173836,1
856924,169071,1
794260,129843,1
851568,114049,1
868736,179354,1
925732,210388,1
868375,161990,1
855593,161003,1
849599,157084,1
868317,177001,1
800304,163436,1
823740,169808,1
856202,158811,1
883929,121705,1
851010,157593,1
872506,157517,1
850533,160136,1
816393,185056,1
850911,157772,1
812942,85345,1
835581,147664,1
913298,162009,1
858172,137586,1
872781,154295,1
871597,185239,1
923120,170161,1
837019,215527,1
835702,176502,1
837017,154170,1
859177,143273,1
866851,129505,1
855852,134834,1
924289,171369,1
860154,113364,1
836739,162321,1
850775,162968,1
884750,154317,1
849681,125345,1
854463,159977,1
883567,161769,1
848137,87922,1
823676,152154,1
848135,130674,1
844400,150812,1
864494,136669,1
878157,210496,1
851088,157432,1
786528,104976,1
860106,157080,1
861412,205239,1
820675,168154,1
834036,144156,1
842907,133992,1
846720,162060,1
871544,144135,1
849003,115373,1
856753,145184,1
839757,190518,1
865113,161302,1
846936,161313,1
845802,172285,1
844357,163402,1
881106,105566,1
877835,151890,1
839445,149778,1
866560,165110,1
845798,213118,1
818668,120458,1
831446,182864,1
900955,185733,1
836647,167267,1
874672,104851,1
849126,121710,1
889142,154467,1
855993,225023,1
854095,158510,1
850787,125678,1
859298,139834,1
829216,121494,1
837676,148639,1
851919,127963,1
841353,125628,1
848563,117708,1
893106,176595,1
852503,146551,1
848290,143184,1
825541,151495,1
883231,232031,1
864667,143614,1
805089,96540,1
854909,149938,1
847097,176660,1
910435,171155,1
878749,188759,1
871780,158486,1
841292,155620,1
846011,160034,1
855969,193497,1
860927,110775,1
808069,134402,1
848413,183717,1
791722,162000,1
852104,134678,1
806567,140259,1
847423,161535,1
867993,162841,1
828038,149181,1
849404,170474,1
841967,150890,1
850945,161669,1
888697,143969,1
813868,188928,1
864991,159874,1
881109,152198,1
811694,188374,1
900360,153622,1
885764,151791,1
814553,164190,1
895623,178393,1
829790,205695,1
865170,173755,1
850453,155432,1
864211,216526,1
848770,111076,1
791199,164843,1
834165,140684,1
843905,219401,1
857328,143692,1
838146,159541,1
340693,569371,0
315965,587160,0
405652,622938,0
359831,554975,0
349296,557688,0
289423,559134,0
408689,562521,0
321312,574721,0
286568,547471,0
370259,585265,0
339967,562602,0
410917,614521,0
283570,563726,0
347197,591316,0
342064,570045,0
317331,556086,0
335792,541310,0
330455,568758,0
366794,582584,0
378697,591764,0
339981,565418,0
338342,566864,0
338474,563350,0
432052,613723,0
340064,550509,0
334354,578047,0
296775,572432,0
353335,592567,0
334016,562797,0
328438,532686,0
365927,571713,0
343247,564376,0
325057,581121,0
330881,579058,0
378648,579579,0
339115,566863,0
333299,597586,0
367048,553451,0
345840,561591,0
366934,581294,0
358793,547046,0
393570,579641,0
304399,545221,0
353979,578923,0
337002,589527,0
327738,559624,0
334549,579199,0
297110,556485,0
327403,548875,0
413894,564459,0
326043,553772,0
337811,558454,0
333901,532836,0
340545,568654,0
358483,554925,0
318065,581616,0
367751,578289,0
331667,570387,0
321519,561045,0
299578,572052,0
339632,536577,0
339993,544064,0
268672,508874,0
332960,569308,0
345042,566973,0
352220,602793,0
333934,537464,0
312386,555195,0
334182,558498,0
335328,562880,0
303637,570253,0
353145,580916,0
325118,556212,0
294310,563522,0
371563,547746,0
373894,555347,0
407040,577739,0
337298,565486,0
357813,572855,0
304157,566007,0
335918,566525,0
330127,570072,0
339212,538693,0
357275,551101,0
334785,565575,0
326152,563230,0
345903,561314,0
238748,551038,0
331175,551842,0
352520,566829,0
341675,560197,0
354746,552404,0
412500,594675,0
277027,536847,0
322209,547247,0
375619,553791,0
288068,561932,0
344770,570309,0
284031,566654,0
324442,567881,0
356246,549756,0
404420,577532,0
336829,562228,0
293591,522132,0
342963,582232,0
338860,561151,0
324055,590810,0
328331,541094,0
357737,597104,0
392534,593343,0
298665,568245,0
343376,575709,0
338863,563107,0
361370,552483,0
338935,567577,0
350117,535859,0
371000,555062,0
368617,554066,0
331795,529654,0
344237,573700,0
280110,522025,0
328657,564864,0
452457,597461,0
333669,542228,0
320628,564596,0
316642,553340,0
340712,563178,0
349955,535578,0
261538,525920,0
411008,607342,0
317136,563479,0
297022,574097,0
319927,524637,0
359772,568428,0
344791,578536,0
324093,580491,0
373907,558472,0
321905,573147,0
341721,576427,0
386373,606623,0
338588,543875,0
341578,558672,0
371616,570648,0
331987,568997,0
341329,565571,0
334350,556417,0
330482,571217,0
338950,572545,0
289087,565427,0
343997,585193,0
225786,529417,0
365567,547606,0
320827,519618,0
286990,529505,0
321517,569562,0
388806,569524,0
411796,581307,0
331440,551885,0
325958,573367,0
348171,569251,0
344239,530765,0
419151,577335,0
321309,569996,0
386377,574187,0
342099,561508,0
366688,562413,0
321657,538660,0
403004,613466,0
363304,553764,0
384922,582877,0
304556,568584,0
336787,538925,0
327998,571265,0
303269,531608,0
